frame,op,x,y,w,h,r,g,b,text
604,RECTF,134,90,5,10,0,255,0,
604,PSET,134,90,0,0,0,0,255,
605,RECTF,135,90,5,10,0,255,0,
605,PSET,135,90,0,0,0,0,255,
606,RECTF,136,90,5,10,0,255,0,
606,PSET,136,90,0,0,0,0,255,
607,RECTF,137,90,5,10,0,255,0,
607,PSET,137,90,0,0,0,0,255,
608,RECTF,138,90,5,10,0,255,0,
608,PSET,138,90,0,0,0,0,255,
609,RECTF,139,90,5,10,0,255,0,
609,PSET,139,90,0,0,0,0,255,
610,RECTF,140,90,5,10,0,255,0,
610,PSET,140,90,0,0,0,0,255,
610,TEXT,10,120,0,0,255,255,255,Gen 610 Max 1
611,RECTF,141,90,5,10,0,255,0,
611,PSET,141,90,0,0,0,0,255,
612,RECTF,142,90,5,10,0,255,0,
612,PSET,142,90,0,0,0,0,255,
613,RECTF,143,90,5,10,0,255,0,
613,PSET,143,90,0,0,0,0,255,
614,RECTF,144,90,5,10,0,255,0,
614,PSET,144,90,0,0,0,0,255,
615,RECTF,145,90,5,10,0,255,0,
615,PSET,145,90,0,0,0,0,255,
616,RECTF,146,90,5,10,0,255,0,
616,PSET,146,90,0,0,0,0,255,
617,RECTF,147,90,5,10,0,255,0,
617,PSET,147,90,0,0,0,0,255,
618,RECTF,148,90,5,10,0,255,0,
618,PSET,148,90,0,0,0,0,255,
619,RECTF,149,90,5,10,0,255,0,
619,PSET,149,90,0,0,0,0,255,
620,RECTF,150,90,5,10,0,255,0,
620,PSET,150,90,0,0,0,0,255,
620,TEXT,10,120,0,0,255,255,255,Gen 620 Max 1
621,RECTF,151,90,5,10,0,255,0,
621,PSET,151,90,0,0,0,0,255,
622,RECTF,152,90,5,10,0,255,0,
622,PSET,152,90,0,0,0,0,255,
623,RECTF,153,90,5,10,0,255,0,
623,PSET,153,90,0,0,0,0,255,
624,RECTF,154,90,5,10,0,255,0,
624,PSET,154,90,0,0,0,0,255,
625,RECTF,155,90,5,10,0,255,0,
625,PSET,155,90,0,0,0,0,255,
626,RECTF,156,90,5,10,0,255,0,
626,PSET,156,90,0,0,0,0,255,
627,RECTF,157,90,5,10,0,255,0,
627,PSET,157,90,0,0,0,0,255,
628,RECTF,158,90,5,10,0,255,0,
628,PSET,158,90,0,0,0,0,255,
629,RECTF,159,90,5,10,0,255,0,
629,PSET,159,90,0,0,0,0,255,
630,RECTF,160,90,5,10,0,255,0,
630,PSET,160,90,0,0,0,0,255,
630,TEXT,10,120,0,0,255,255,255,Gen 630 Max 1
631,RECTF,161,90,5,10,0,255,0,
631,PSET,161,90,0,0,0,0,255,
632,RECTF,162,90,5,10,0,255,0,
632,PSET,162,90,0,0,0,0,255,
633,RECTF,163,90,5,10,0,255,0,
633,PSET,163,90,0,0,0,0,255,
634,RECTF,164,90,5,10,0,255,0,
634,PSET,164,90,0,0,0,0,255,
635,RECTF,165,90,5,10,0,255,0,
635,PSET,165,90,0,0,0,0,255,
636,RECTF,166,90,5,10,0,255,0,
636,PSET,166,90,0,0,0,0,255,
637,RECTF,167,90,5,10,0,255,0,
637,PSET,167,90,0,0,0,0,255,
638,RECTF,168,90,5,10,0,255,0,
638,PSET,168,90,0,0,0,0,255,
639,RECTF,169,90,5,10,0,255,0,
639,PSET,169,90,0,0,0,0,255,
640,RECTF,170,90,5,10,0,255,0,
640,PSET,170,90,0,0,0,0,255,
640,TEXT,10,120,0,0,255,255,255,Gen 640 Max 1
641,RECTF,171,90,5,10,0,255,0,
641,PSET,171,90,0,0,0,0,255,
642,RECTF,172,90,5,10,0,255,0,
642,PSET,172,90,0,0,0,0,255,
643,RECTF,173,90,5,10,0,255,0,
643,PSET,173,90,0,0,0,0,255,
644,RECTF,174,90,5,10,0,255,0,
644,PSET,174,90,0,0,0,0,255,
645,RECTF,175,90,5,10,0,255,0,
645,PSET,175,90,0,0,0,0,255,
646,RECTF,176,90,5,10,0,255,0,
646,PSET,176,90,0,0,0,0,255,
647,RECTF,177,90,5,10,0,255,0,
647,PSET,177,90,0,0,0,0,255,
648,RECTF,178,90,5,10,0,255,0,
648,PSET,178,90,0,0,0,0,255,
649,RECTF,179,90,5,10,0,255,0,
649,PSET,179,90,0,0,0,0,255,
650,RECTF,180,90,5,10,0,255,0,
650,PSET,180,90,0,0,0,0,255,
650,TEXT,10,120,0,0,255,255,255,Gen 650 Max 1
651,RECTF,181,90,5,10,0,255,0,
651,PSET,181,90,0,0,0,0,255,
652,RECTF,182,90,5,10,0,255,0,
652,PSET,182,90,0,0,0,0,255,
653,RECTF,183,90,5,10,0,255,0,
653,PSET,183,90,0,0,0,0,255,
654,RECTF,184,90,5,10,0,255,0,
654,PSET,184,90,0,0,0,0,255,
655,RECTF,185,90,5,10,0,255,0,
655,PSET,185,90,0,0,0,0,255,
656,RECTF,186,90,5,10,0,255,0,
656,PSET,186,90,0,0,0,0,255,
657,RECTF,187,90,5,10,0,255,0,
657,PSET,187,90,0,0,0,0,255,
658,RECTF,188,90,5,10,0,255,0,
658,PSET,188,90,0,0,0,0,255,
659,RECTF,189,90,5,10,0,255,0,
659,PSET,189,90,0,0,0,0,255,
660,RECTF,190,90,5,10,0,255,0,
660,PSET,190,90,0,0,0,0,255,
660,TEXT,10,120,0,0,255,255,255,Gen 660 Max 1
661,RECTF,191,90,5,10,0,255,0,
661,PSET,191,90,0,0,0,0,255,
662,RECTF,192,90,5,10,0,255,0,
662,PSET,192,90,0,0,0,0,255,
663,RECTF,193,90,5,10,0,255,0,
663,PSET,193,90,0,0,0,0,255,
664,RECTF,194,90,5,10,0,255,0,
664,PSET,194,90,0,0,0,0,255,
665,RECTF,195,90,5,10,0,255,0,
665,PSET,195,90,0,0,0,0,255,
666,RECTF,196,90,5,10,0,255,0,
666,PSET,196,90,0,0,0,0,255,
667,RECTF,197,90,5,10,0,255,0,
667,PSET,197,90,0,0,0,0,255,
668,RECTF,198,90,5,10,0,255,0,
668,PSET,198,90,0,0,0,0,255,
669,RECTF,199,90,5,10,0,255,0,
669,PSET,199,90,0,0,0,0,255,
670,RECTF,200,90,5,10,0,255,0,
670,PSET,200,90,0,0,0,0,255,
670,TEXT,10,120,0,0,255,255,255,Gen 670 Max 1
671,RECTF,201,90,5,10,0,255,0,
671,PSET,201,90,0,0,0,0,255,
672,RECTF,202,90,5,10,0,255,0,
672,PSET,202,90,0,0,0,0,255,
673,RECTF,203,90,5,10,0,255,0,
673,PSET,203,90,0,0,0,0,255,
674,RECTF,204,90,5,10,0,255,0,
674,PSET,204,90,0,0,0,0,255,
675,RECTF,205,90,5,10,0,255,0,
675,PSET,205,90,0,0,0,0,255,
676,RECTF,206,90,5,10,0,255,0,
676,PSET,206,90,0,0,0,0,255,
677,RECTF,207,90,5,10,0,255,0,
677,PSET,207,90,0,0,0,0,255,
678,RECTF,208,90,5,10,0,255,0,
678,PSET,208,90,0,0,0,0,255,
679,RECTF,209,90,5,10,0,255,0,
679,PSET,209,90,0,0,0,0,255,
680,RECTF,210,90,5,10,0,255,0,
680,PSET,210,90,0,0,0,0,255,
680,TEXT,10,120,0,0,255,255,255,Gen 680 Max 1
681,RECTF,211,90,5,10,0,255,0,
681,PSET,211,90,0,0,0,0,255,
682,RECTF,212,90,5,10,0,255,0,
682,PSET,212,90,0,0,0,0,255,
683,RECTF,213,90,5,10,0,255,0,
683,PSET,213,90,0,0,0,0,255,
684,RECTF,214,90,5,10,0,255,0,
684,PSET,214,90,0,0,0,0,255,
685,RECTF,215,90,5,10,0,255,0,
685,PSET,215,90,0,0,0,0,255,
686,RECTF,216,90,5,10,0,255,0,
686,PSET,216,90,0,0,0,0,255,
687,RECTF,217,90,5,10,0,255,0,
687,PSET,217,90,0,0,0,0,255,
688,RECTF,218,90,5,10,0,255,0,
688,PSET,218,90,0,0,0,0,255,
689,RECTF,219,90,5,10,0,255,0,
689,PSET,219,90,0,0,0,0,255,
690,RECTF,220,90,5,10,0,255,0,
690,PSET,220,90,0,0,0,0,255,
690,TEXT,10,120,0,0,255,255,255,Gen 690 Max 1
691,RECTF,221,90,5,10,0,255,0,
691,PSET,221,90,0,0,0,0,255,
692,RECTF,222,90,5,10,0,255,0,
692,PSET,222,90,0,0,0,0,255,
693,RECTF,223,90,5,10,0,255,0,
693,PSET,223,90,0,0,0,0,255,
694,RECTF,224,90,5,10,0,255,0,
694,PSET,224,90,0,0,0,0,255,
695,RECTF,225,90,5,10,0,255,0,
695,PSET,225,90,0,0,0,0,255,
696,RECTF,226,90,5,10,0,255,0,
696,PSET,226,90,0,0,0,0,255,
697,RECTF,227,90,5,10,0,255,0,
697,PSET,227,90,0,0,0,0,255,
698,RECTF,228,90,5,10,0,255,0,
698,PSET,228,90,0,0,0,0,255,
699,RECTF,229,90,5,10,0,255,0,
699,PSET,229,90,0,0,0,0,255,
700,RECTF,230,90,5,10,0,255,0,
700,PSET,230,90,0,0,0,0,255,
700,TEXT,10,120,0,0,255,255,255,Gen 700 Max 1
701,RECTF,231,90,5,10,0,255,0,
701,PSET,231,90,0,0,0,0,255,
702,RECTF,232,90,5,10,0,255,0,
702,PSET,232,90,0,0,0,0,255,
703,RECTF,233,90,5,10,0,255,0,
703,PSET,233,90,0,0,0,0,255,
704,RECTF,234,90,5,10,0,255,0,
704,PSET,234,90,0,0,0,0,255,
705,RECTF,235,90,5,10,0,255,0,
705,PSET,235,90,0,0,0,0,255,
706,RECTF,236,90,5,10,0,255,0,
706,PSET,236,90,0,0,0,0,255,
707,RECTF,237,90,5,10,0,255,0,
707,PSET,237,90,0,0,0,0,255,
708,RECTF,238,90,5,10,0,255,0,
708,PSET,238,90,0,0,0,0,255,
709,RECTF,239,90,5,10,0,255,0,
709,PSET,239,90,0,0,0,0,255,
710,RECTF,240,90,5,10,0,255,0,
710,PSET,240,90,0,0,0,0,255,
710,TEXT,10,120,0,0,255,255,255,Gen 710 Max 1
711,RECTF,241,90,5,10,0,255,0,
711,PSET,241,90,0,0,0,0,255,
712,RECTF,242,90,5,10,0,255,0,
712,PSET,242,90,0,0,0,0,255,
713,RECTF,243,90,5,10,0,255,0,
713,PSET,243,90,0,0,0,0,255,
714,RECTF,244,90,5,10,0,255,0,
714,PSET,244,90,0,0,0,0,255,
715,RECTF,245,90,5,10,0,255,0,
715,PSET,245,90,0,0,0,0,255,
716,RECTF,246,90,5,10,0,255,0,
716,PSET,246,90,0,0,0,0,255,
717,RECTF,247,90,5,10,0,255,0,
717,PSET,247,90,0,0,0,0,255,
718,RECTF,248,90,5,10,0,255,0,
718,PSET,248,90,0,0,0,0,255,
719,RECTF,249,90,5,10,0,255,0,
719,PSET,249,90,0,0,0,0,255,
720,RECTF,10,90,5,10,0,255,0,
720,PSET,10,90,0,0,0,0,255,
720,TEXT,10,120,0,0,255,255,255,Gen 720 Max 1
721,RECTF,11,90,5,10,0,255,0,
721,PSET,11,90,0,0,0,0,255,
722,RECTF,12,90,5,10,0,255,0,
722,PSET,12,90,0,0,0,0,255,
723,RECTF,13,90,5,10,0,255,0,
723,PSET,13,90,0,0,0,0,255,
724,RECTF,14,90,5,10,0,255,0,
724,PSET,14,90,0,0,0,0,255,
725,RECTF,15,90,5,10,0,255,0,
725,PSET,15,90,0,0,0,0,255,
726,RECTF,16,90,5,10,0,255,0,
726,PSET,16,90,0,0,0,0,255,
727,RECTF,17,90,5,10,0,255,0,
727,PSET,17,90,0,0,0,0,255,
728,RECTF,18,90,5,10,0,255,0,
728,PSET,18,90,0,0,0,0,255,
729,RECTF,19,90,5,10,0,255,0,
729,PSET,19,90,0,0,0,0,255,
730,RECTF,20,90,5,10,0,255,0,
730,PSET,20,90,0,0,0,0,255,
730,TEXT,10,120,0,0,255,255,255,Gen 730 Max 1
731,RECTF,21,90,5,10,0,255,0,
731,PSET,21,90,0,0,0,0,255,
732,RECTF,22,90,5,10,0,255,0,
732,PSET,22,90,0,0,0,0,255,
733,RECTF,23,90,5,10,0,255,0,
733,PSET,23,90,0,0,0,0,255,
734,RECTF,24,90,5,10,0,255,0,
734,PSET,24,90,0,0,0,0,255,
735,RECTF,25,90,5,10,0,255,0,
735,PSET,25,90,0,0,0,0,255,
736,RECTF,26,90,5,10,0,255,0,
736,PSET,26,90,0,0,0,0,255,
737,RECTF,27,90,5,10,0,255,0,
737,PSET,27,90,0,0,0,0,255,
738,RECTF,28,90,5,10,0,255,0,
738,PSET,28,90,0,0,0,0,255,
739,RECTF,29,90,5,10,0,255,0,
739,PSET,29,90,0,0,0,0,255,
740,RECTF,30,90,5,10,0,255,0,
740,PSET,30,90,0,0,0,0,255,
740,TEXT,10,120,0,0,255,255,255,Gen 740 Max 1
741,RECTF,31,90,5,10,0,255,0,
741,PSET,31,90,0,0,0,0,255,
742,RECTF,32,90,5,10,0,255,0,
742,PSET,32,90,0,0,0,0,255,
743,RECTF,33,90,5,10,0,255,0,
743,PSET,33,90,0,0,0,0,255,
744,RECTF,34,90,5,10,0,255,0,
744,PSET,34,90,0,0,0,0,255,
745,RECTF,35,90,5,10,0,255,0,
745,PSET,35,90,0,0,0,0,255,
746,RECTF,36,90,5,10,0,255,0,
746,PSET,36,90,0,0,0,0,255,
747,RECTF,37,90,5,10,0,255,0,
747,PSET,37,90,0,0,0,0,255,
748,RECTF,38,90,5,10,0,255,0,
748,PSET,38,90,0,0,0,0,255,
749,RECTF,39,90,5,10,0,255,0,
749,PSET,39,90,0,0,0,0,255,
750,RECTF,40,90,5,10,0,255,0,
750,PSET,40,90,0,0,0,0,255,
750,TEXT,10,120,0,0,255,255,255,Gen 750 Max 1
751,RECTF,41,90,5,10,0,255,0,
751,PSET,41,90,0,0,0,0,255,
752,RECTF,42,90,5,10,0,255,0,
752,PSET,42,90,0,0,0,0,255,
753,RECTF,43,90,5,10,0,255,0,
753,PSET,43,90,0,0,0,0,255,
754,RECTF,44,90,5,10,0,255,0,
754,PSET,44,90,0,0,0,0,255,
755,RECTF,45,90,5,10,0,255,0,
755,PSET,45,90,0,0,0,0,255,
756,RECTF,46,90,5,10,0,255,0,
756,PSET,46,90,0,0,0,0,255,
757,RECTF,47,90,5,10,0,255,0,
757,PSET,47,90,0,0,0,0,255,
758,RECTF,48,90,5,10,0,255,0,
758,PSET,48,90,0,0,0,0,255,
759,RECTF,49,90,5,10,0,255,0,
759,PSET,49,90,0,0,0,0,255,
760,RECTF,50,90,5,10,0,255,0,
760,PSET,50,90,0,0,0,0,255,
760,TEXT,10,120,0,0,255,255,255,Gen 760 Max 1
761,RECTF,51,90,5,10,0,255,0,
761,PSET,51,90,0,0,0,0,255,
762,RECTF,52,90,5,10,0,255,0,
762,PSET,52,90,0,0,0,0,255,
763,RECTF,53,90,5,10,0,255,0,
763,PSET,53,90,0,0,0,0,255,
764,RECTF,54,90,5,10,0,255,0,
764,PSET,54,90,0,0,0,0,255,
765,RECTF,55,90,5,10,0,255,0,
765,PSET,55,90,0,0,0,0,255,
766,RECTF,56,90,5,10,0,255,0,
766,PSET,56,90,0,0,0,0,255,
767,RECTF,57,90,5,10,0,255,0,
767,PSET,57,90,0,0,0,0,255,
768,RECTF,58,90,5,10,0,255,0,
768,PSET,58,90,0,0,0,0,255,
769,RECTF,59,90,5,10,0,255,0,
769,PSET,59,90,0,0,0,0,255,
770,RECTF,60,90,5,10,0,255,0,
770,PSET,60,90,0,0,0,0,255,
770,TEXT,10,120,0,0,255,255,255,Gen 770 Max 1
771,RECTF,61,90,5,10,0,255,0,
771,PSET,61,90,0,0,0,0,255,
772,RECTF,62,90,5,10,0,255,0,
772,PSET,62,90,0,0,0,0,255,
773,RECTF,63,90,5,10,0,255,0,
773,PSET,63,90,0,0,0,0,255,
774,RECTF,64,90,5,10,0,255,0,
774,PSET,64,90,0,0,0,0,255,
775,RECTF,65,90,5,10,0,255,0,
775,PSET,65,90,0,0,0,0,255,
776,RECTF,66,90,5,10,0,255,0,
776,PSET,66,90,0,0,0,0,255,
777,RECTF,67,90,5,10,0,255,0,
777,PSET,67,90,0,0,0,0,255,
778,RECTF,68,90,5,10,0,255,0,
778,PSET,68,90,0,0,0,0,255,
779,RECTF,69,90,5,10,0,255,0,
779,PSET,69,90,0,0,0,0,255,
780,RECTF,70,90,5,10,0,255,0,
780,PSET,70,90,0,0,0,0,255,
780,TEXT,10,120,0,0,255,255,255,Gen 780 Max 1
781,RECTF,71,90,5,10,0,255,0,
781,PSET,71,90,0,0,0,0,255,
782,RECTF,72,90,5,10,0,255,0,
782,PSET,72,90,0,0,0,0,255,
783,RECTF,73,90,5,10,0,255,0,
783,PSET,73,90,0,0,0,0,255,
784,RECTF,74,90,5,10,0,255,0,
784,PSET,74,90,0,0,0,0,255,
785,RECTF,75,90,5,10,0,255,0,
785,PSET,75,90,0,0,0,0,255,
786,RECTF,76,90,5,10,0,255,0,
786,PSET,76,90,0,0,0,0,255,
787,RECTF,77,90,5,10,0,255,0,
787,PSET,77,90,0,0,0,0,255,
788,RECTF,78,90,5,10,0,255,0,
788,PSET,78,90,0,0,0,0,255,
789,RECTF,79,90,5,10,0,255,0,
789,PSET,79,90,0,0,0,0,255,
790,RECTF,80,90,5,10,0,255,0,
790,PSET,80,90,0,0,0,0,255,
790,TEXT,10,120,0,0,255,255,255,Gen 790 Max 1
791,RECTF,81,90,5,10,0,255,0,
791,PSET,81,90,0,0,0,0,255,
792,RECTF,82,90,5,10,0,255,0,
792,PSET,82,90,0,0,0,0,255,
793,RECTF,83,90,5,10,0,255,0,
793,PSET,83,90,0,0,0,0,255,
794,RECTF,84,90,5,10,0,255,0,
794,PSET,84,90,0,0,0,0,255,
795,RECTF,85,90,5,10,0,255,0,
795,PSET,85,90,0,0,0,0,255,
796,RECTF,86,90,5,10,0,255,0,
796,PSET,86,90,0,0,0,0,255,
797,RECTF,87,90,5,10,0,255,0,
797,PSET,87,90,0,0,0,0,255,
798,RECTF,88,90,5,10,0,255,0,
798,PSET,88,90,0,0,0,0,255,
799,RECTF,89,90,5,10,0,255,0,
799,PSET,89,90,0,0,0,0,255,
800,RECTF,90,90,5,10,0,255,0,
800,PSET,90,90,0,0,0,0,255,
800,TEXT,10,120,0,0,255,255,255,Gen 800 Max 1
801,RECTF,91,90,5,10,0,255,0,
801,PSET,91,90,0,0,0,0,255,
802,RECTF,92,90,5,10,0,255,0,
802,PSET,92,90,0,0,0,0,255,
803,RECTF,93,90,5,10,0,255,0,
803,PSET,93,90,0,0,0,0,255,
804,RECTF,94,90,5,10,0,255,0,
804,PSET,94,90,0,0,0,0,255,
805,RECTF,95,90,5,10,0,255,0,
805,PSET,95,90,0,0,0,0,255,
806,RECTF,96,90,5,10,0,255,0,
806,PSET,96,90,0,0,0,0,255,
807,RECTF,97,90,5,10,0,255,0,
807,PSET,97,90,0,0,0,0,255,
808,RECTF,98,90,5,10,0,255,0,
808,PSET,98,90,0,0,0,0,255,
809,RECTF,99,90,5,10,0,255,0,
809,PSET,99,90,0,0,0,0,255,
810,RECTF,100,90,5,10,0,255,0,
810,PSET,100,90,0,0,0,0,255,
810,TEXT,10,120,0,0,255,255,255,Gen 810 Max 1
811,RECTF,101,90,5,10,0,255,0,
811,PSET,101,90,0,0,0,0,255,
812,RECTF,102,90,5,10,0,255,0,
812,PSET,102,90,0,0,0,0,255,
813,RECTF,103,90,5,10,0,255,0,
813,PSET,103,90,0,0,0,0,255,
814,RECTF,104,90,5,10,0,255,0,
814,PSET,104,90,0,0,0,0,255,
815,RECTF,105,90,5,10,0,255,0,
815,PSET,105,90,0,0,0,0,255,
816,RECTF,106,90,5,10,0,255,0,
816,PSET,106,90,0,0,0,0,255,
817,RECTF,107,90,5,10,0,255,0,
817,PSET,107,90,0,0,0,0,255,
818,RECTF,108,90,5,10,0,255,0,
818,PSET,108,90,0,0,0,0,255,
819,RECTF,109,90,5,10,0,255,0,
819,PSET,109,90,0,0,0,0,255,
820,RECTF,110,90,5,10,0,255,0,
820,PSET,110,90,0,0,0,0,255,
820,TEXT,10,120,0,0,255,255,255,Gen 820 Max 1
821,RECTF,111,90,5,10,0,255,0,
821,PSET,111,90,0,0,0,0,255,
822,RECTF,112,90,5,10,0,255,0,
822,PSET,112,90,0,0,0,0,255,
823,RECTF,113,90,5,10,0,255,0,
823,PSET,113,90,0,0,0,0,255,
824,RECTF,114,90,5,10,0,255,0,
824,PSET,114,90,0,0,0,0,255,
825,RECTF,115,90,5,10,0,255,0,
825,PSET,115,90,0,0,0,0,255,
826,RECTF,116,90,5,10,0,255,0,
826,PSET,116,90,0,0,0,0,255,
827,RECTF,117,90,5,10,0,255,0,
827,PSET,117,90,0,0,0,0,255,
828,RECTF,118,90,5,10,0,255,0,
828,PSET,118,90,0,0,0,0,255,
829,RECTF,119,90,5,10,0,255,0,
829,PSET,119,90,0,0,0,0,255,
830,RECTF,120,90,5,10,0,255,0,
830,PSET,120,90,0,0,0,0,255,
830,TEXT,10,120,0,0,255,255,255,Gen 830 Max 1
831,RECTF,121,90,5,10,0,255,0,
831,PSET,121,90,0,0,0,0,255,
832,RECTF,122,90,5,10,0,255,0,
832,PSET,122,90,0,0,0,0,255,
833,RECTF,123,90,5,10,0,255,0,
833,PSET,123,90,0,0,0,0,255,
834,RECTF,124,90,5,10,0,255,0,
834,PSET,124,90,0,0,0,0,255,
835,RECTF,125,90,5,10,0,255,0,
835,PSET,125,90,0,0,0,0,255,
836,RECTF,126,90,5,10,0,255,0,
836,PSET,126,90,0,0,0,0,255,
837,RECTF,127,90,5,10,0,255,0,
837,PSET,127,90,0,0,0,0,255,
838,RECTF,128,90,5,10,0,255,0,
838,PSET,128,90,0,0,0,0,255,
839,RECTF,129,90,5,10,0,255,0,
839,PSET,129,90,0,0,0,0,255,
840,RECTF,130,90,5,10,0,255,0,
840,PSET,130,90,0,0,0,0,255,
840,TEXT,10,120,0,0,255,255,255,Gen 840 Max 1
841,RECTF,131,90,5,10,0,255,0,
841,PSET,131,90,0,0,0,0,255,
842,RECTF,132,90,5,10,0,255,0,
842,PSET,132,90,0,0,0,0,255,
843,RECTF,133,90,5,10,0,255,0,
843,PSET,133,90,0,0,0,0,255,
844,RECTF,134,90,5,10,0,255,0,
844,PSET,134,90,0,0,0,0,255,
845,RECTF,135,90,5,10,0,255,0,
845,PSET,135,90,0,0,0,0,255,
846,RECTF,136,90,5,10,0,255,0,
846,PSET,136,90,0,0,0,0,255,
847,RECTF,137,90,5,10,0,255,0,
847,PSET,137,90,0,0,0,0,255,
848,RECTF,138,90,5,10,0,255,0,
848,PSET,138,90,0,0,0,0,255,
849,RECTF,139,90,5,10,0,255,0,
849,PSET,139,90,0,0,0,0,255,
850,RECTF,140,90,5,10,0,255,0,
850,PSET,140,90,0,0,0,0,255,
850,TEXT,10,120,0,0,255,255,255,Gen 850 Max 1
851,RECTF,141,90,5,10,0,255,0,
851,PSET,141,90,0,0,0,0,255,
852,RECTF,142,90,5,10,0,255,0,
852,PSET,142,90,0,0,0,0,255,
853,RECTF,143,90,5,10,0,255,0,
853,PSET,143,90,0,0,0,0,255,
854,RECTF,144,90,5,10,0,255,0,
854,PSET,144,90,0,0,0,0,255,
855,RECTF,145,90,5,10,0,255,0,
855,PSET,145,90,0,0,0,0,255,
856,RECTF,146,90,5,10,0,255,0,
856,PSET,146,90,0,0,0,0,255,
857,RECTF,147,90,5,10,0,255,0,
857,PSET,147,90,0,0,0,0,255,
858,RECTF,148,90,5,10,0,255,0,
858,PSET,148,90,0,0,0,0,255,
859,RECTF,149,90,5,10,0,255,0,
859,PSET,149,90,0,0,0,0,255,
860,RECTF,150,90,5,10,0,255,0,
860,PSET,150,90,0,0,0,0,255,
860,TEXT,10,120,0,0,255,255,255,Gen 860 Max 1
861,RECTF,151,90,5,10,0,255,0,
861,PSET,151,90,0,0,0,0,255,
862,RECTF,152,90,5,10,0,255,0,
862,PSET,152,90,0,0,0,0,255,
863,RECTF,153,90,5,10,0,255,0,
863,PSET,153,90,0,0,0,0,255,
864,RECTF,154,90,5,10,0,255,0,
864,PSET,154,90,0,0,0,0,255,
865,RECTF,155,90,5,10,0,255,0,
865,PSET,155,90,0,0,0,0,255,
866,RECTF,156,90,5,10,0,255,0,
866,PSET,156,90,0,0,0,0,255,
867,RECTF,157,90,5,10,0,255,0,
867,PSET,157,90,0,0,0,0,255,
868,RECTF,158,90,5,10,0,255,0,
868,PSET,158,90,0,0,0,0,255,
869,RECTF,159,90,5,10,0,255,0,
869,PSET,159,90,0,0,0,0,255,
870,RECTF,160,90,5,10,0,255,0,
870,PSET,160,90,0,0,0,0,255,
870,TEXT,10,120,0,0,255,255,255,Gen 870 Max 1
871,RECTF,161,90,5,10,0,255,0,
871,PSET,161,90,0,0,0,0,255,
872,RECTF,162,90,5,10,0,255,0,
872,PSET,162,90,0,0,0,0,255,
873,RECTF,163,90,5,10,0,255,0,
873,PSET,163,90,0,0,0,0,255,
874,RECTF,164,90,5,10,0,255,0,
874,PSET,164,90,0,0,0,0,255,
875,RECTF,165,90,5,10,0,255,0,
875,PSET,165,90,0,0,0,0,255,
876,RECTF,166,90,5,10,0,255,0,
876,PSET,166,90,0,0,0,0,255,
877,RECTF,167,90,5,10,0,255,0,
877,PSET,167,90,0,0,0,0,255,
878,RECTF,168,90,5,10,0,255,0,
878,PSET,168,90,0,0,0,0,255,
879,RECTF,169,90,5,10,0,255,0,
879,PSET,169,90,0,0,0,0,255,
880,RECTF,170,90,5,10,0,255,0,
880,PSET,170,90,0,0,0,0,255,
880,TEXT,10,120,0,0,255,255,255,Gen 880 Max 1
881,RECTF,171,90,5,10,0,255,0,
881,PSET,171,90,0,0,0,0,255,
882,RECTF,172,90,5,10,0,255,0,
882,PSET,172,90,0,0,0,0,255,
883,RECTF,173,90,5,10,0,255,0,
883,PSET,173,90,0,0,0,0,255,
884,RECTF,174,90,5,10,0,255,0,
884,PSET,174,90,0,0,0,0,255,
885,RECTF,175,90,5,10,0,255,0,
885,PSET,175,90,0,0,0,0,255,
886,RECTF,176,90,5,10,0,255,0,
886,PSET,176,90,0,0,0,0,255,
887,RECTF,177,90,5,10,0,255,0,
887,PSET,177,90,0,0,0,0,255,
888,RECTF,178,90,5,10,0,255,0,
888,PSET,178,90,0,0,0,0,255,
889,RECTF,179,90,5,10,0,255,0,
889,PSET,179,90,0,0,0,0,255,
890,RECTF,180,90,5,10,0,255,0,
890,PSET,180,90,0,0,0,0,255,
890,TEXT,10,120,0,0,255,255,255,Gen 890 Max 1
891,RECTF,181,90,5,10,0,255,0,
891,PSET,181,90,0,0,0,0,255,
892,RECTF,182,90,5,10,0,255,0,
892,PSET,182,90,0,0,0,0,255,
893,RECTF,183,90,5,10,0,255,0,
893,PSET,183,90,0,0,0,0,255,
894,RECTF,184,90,5,10,0,255,0,
894,PSET,184,90,0,0,0,0,255,
895,RECTF,185,90,5,10,0,255,0,
895,PSET,185,90,0,0,0,0,255,
896,RECTF,186,90,5,10,0,255,0,
896,PSET,186,90,0,0,0,0,255,
897,RECTF,187,90,5,10,0,255,0,
897,PSET,187,90,0,0,0,0,255,
898,RECTF,188,90,5,10,0,255,0,
898,PSET,188,90,0,0,0,0,255,
899,RECTF,189,90,5,10,0,255,0,
899,PSET,189,90,0,0,0,0,255,
900,RECTF,190,90,5,10,0,255,0,
900,PSET,190,90,0,0,0,0,255,
900,TEXT,10,120,0,0,255,255,255,Gen 900 Max 1
901,RECTF,191,90,5,10,0,255,0,
901,PSET,191,90,0,0,0,0,255,
902,RECTF,192,90,5,10,0,255,0,
902,PSET,192,90,0,0,0,0,255,
903,RECTF,193,90,5,10,0,255,0,
903,PSET,193,90,0,0,0,0,255,
904,RECTF,194,90,5,10,0,255,0,
904,PSET,194,90,0,0,0,0,255,
905,RECTF,195,90,5,10,0,255,0,
905,PSET,195,90,0,0,0,0,255,
906,RECTF,196,90,5,10,0,255,0,
